Connection No,Reading,Date,Consumption,Bill,Members,,,
HOUSE_1,232,1/23/2016,127,2382.05,4,,,
HOUSE_1,249,2/20/2016,126,2134.9,4,,,
HOUSE_1,262,3/22/2016,187,4078.4,4,,,
HOUSE_1,278,4/30/2016,126,2200.96,4,,,
HOUSE_1,292,5/27/2016,127,2382.05,4,,,
HOUSE_1,298,6/21/2016,174,3886.05,4,,,
HOUSE_1,319,7/20/2016,173,3854.05,4,,,
HOUSE_1,352,8/19/2016,136,2446.4,4,,,
HOUSE_1,382,9/16/2016,176,4036.05,4,,,
HOUSE_1,401,10/14/2016,181,4261.05,4,,,
HOUSE_1,426,11/11/2016,203,4945.95,4,,,
HOUSE_1,456,12/13/2016,206,4928.4,4,,,
HOUSE_1,472,1/20/2017,224,6043.5,4,,,
HOUSE_1,472,2/19/2017,216,5683.5,4,,,
HOUSE_1,25,3/19/2017,215,5333.67,4,,,
HOUSE_1,51,4/13/2017,212,5860.6,4,,,
HOUSE_1,80,5/15/2017,227,6331.5,4,,,
HOUSE_1,100,6/17/2017,276,7925.85,4,,,
HOUSE_1,126,7/17/2017,241,6955.41,4,,,
HOUSE_1,132,8/15/2017,214,5898.6,4,,,
HOUSE_1,134,9/11/2017,234,6340.95,4,,,
HOUSE_1,134,10/12/2017,274,7378.4,4,,,
HOUSE_1,136,11/10/2017,151,3299.15,4,,,
HOUSE_1,151,12/9/2017,198,5026.05,4,,,
HOUSE_1,158,1/7/2018,202,4900.95,4,,,
HOUSE_1,172,2/10/2018,206,5386.05,4,,,
HOUSE_1,186,3/9/2018,205,5341.05,4,,,
HOUSE_1,207,4/11/2018,251,7029.68,4,,,
HOUSE_1,227,5/11/2018,307,9168.3,4,,,
HOUSE_1,243,6/12/2018,177,4538.7,4,,,
HOUSE_1,277,7/9/2018,250,6755.85,4,,,
HOUSE_1,277,8/6/2018,228,6223.5,4,,,
HOUSE_1,290,9/8/2018,175,4601.25,4,,,
HOUSE_1,321,10/5/2018,256,6873.3,4,,,
HOUSE_1,346,11/10/2018,240,7068.6,4,,,
HOUSE_1,362,12/10/2018,274,7378.4,4,,,
HOUSE_1,379,1/7/2019,123,2179.5,4,,,
HOUSE_1,396,2/9/2019,169,3129.65,4,,,
HOUSE_1,416,3/10/2019,131,2584.6,4,,,
HOUSE_1,433,4/8/2019,165,3448.95,4,,,
HOUSE_1,464,5/11/2019,169,3427.85,4,,,
HOUSE_1,503,6/16/2019,182,3769.3,4,,,
HOUSE_1,541,7/13/2019,342,11506.05,4,,,
HOUSE_1,577,8/9/2019,226,5828.4,4,,,
HOUSE_1,611,9/8/2019,168,4133.7,4,,,
HOUSE_1,656,10/12/2019,160,3512.6,4,,,
HOUSE_1,696,11/11/2019,239,6260.85,4,,,
HOUSE_1,739,12/15/2019,307,9168.3,4,,,
HOUSE_2,8,1/29/2016,98,1530.55,3,,,
HOUSE_2,8,2/27/2016,118,2028,3,,,
HOUSE_2,8,4/3/2016,130,2328.95,3,,,
HOUSE_2,56,5/7/2016,128,2200.95,3,,,
HOUSE_2,73,6/1/2016,146,2915.5,3,,,
HOUSE_2,86,7/1/2016,142,2712.95,3,,,
HOUSE_2,102,7/29/2016,163,3459.5,3,,,
HOUSE_2,116,8/28/2016,165,3523.5,3,,,
HOUSE_2,136,9/22/2016,163,3310.4,3,,,
HOUSE_2,157,10/20/2016,148,2979.5,3,,,
HOUSE_2,184,11/21/2016,138,2808.6,3,,,
HOUSE_2,204,12/23/2016,145,2659.88,3,,,
HOUSE_2,216,1/28/2017,80,769.6,3,,,
HOUSE_2,226,2/27/2017,97,1445.25,3,,,
HOUSE_2,230,3/26/2017,140,2350.75,3,,,
HOUSE_2,230,4/27/2017,96,1475.05,3,,,
HOUSE_2,230,5/27/2017,99,1500.75,3,,,
HOUSE_2,295,6/26/2017,127,2162.65,3,,,
HOUSE_2,313,7/28/2017,72,1269.45,3,,,
HOUSE_2,330,8/25/2017,131,2216.1,3,,,
HOUSE_2,347,9/21/2017,137,1922.2,3,,,
HOUSE_2,391,10/20/2017,99,1500.75,3,,,
HOUSE_2,421,11/19/2017,93,1449.35,3,,,
HOUSE_2,445,12/18/2017,115,1887.2,3,,,
HOUSE_2,475,1/13/2018,204,3355.05,3,,,
HOUSE_2,508,2/14/2018,134,2069.15,3,,,
HOUSE_2,536,3/18/2018,124,2079.45,3,,,
HOUSE_2,572,4/21/2018,133,2098.95,3,,,
HOUSE_2,587,5/24/2018,121,1996.15,3,,,
HOUSE_2,600,6/19/2018,110,1690.9,3,,,
HOUSE_2,614,7/16/2018,70,665.3,3,,,
HOUSE_2,637,8/16/2018,101,1441.15,3,,,
HOUSE_2,652,9/19/2018,151,2702.75,3,,,
HOUSE_2,670,10/19/2018,80,769.6,3,,,
HOUSE_2,692,11/19/2018,125,2318.05,3,,,
HOUSE_2,708,12/20/2018,235,6385.95,3,,,
HOUSE_2,722,1/16/2019,212,5860.6,3,,,
HOUSE_2,743,2/20/2019,325,9633.2,3,,,
HOUSE_2,761,3/21/2019,241,6955.41,3,,,
HOUSE_2,779,4/24/2019,237,7032.38,3,,,
HOUSE_2,796,5/20/2019,270,7808.4,3,,,
HOUSE_2,820,6/24/2019,225,6241.05,3,,,
HOUSE_2,836,7/22/2019,267,7368.3,3,,,
HOUSE_2,853,8/19/2019,224,6348.6,3,,,
HOUSE_2,881,9/19/2019,240,6763.5,3,,,
HOUSE_2,910,10/20/2019,236,6278.4,3,,,
HOUSE_2,924,11/20/2019,222,5953.5,3,,,
HOUSE_2,949,12/21/2019,273,7790.85,3,,,
HOUSE_3,876,1/30/2016,187,4836.15,3,,,
HOUSE_3,877,2/27/2016,252,7303.5,3,,,
HOUSE_3,880,4/3/2016,197,5896.36,3,,,
HOUSE_3,886,5/7/2016,247,6773.4,3,,,
HOUSE_3,894,6/1/2016,279,8213.4,3,,,
HOUSE_3,913,7/1/2016,253,7348.5,3,,,
HOUSE_3,929,7/29/2016,261,7708.5,3,,,
HOUSE_3,937,8/28/2016,248,7581.15,3,,,
HOUSE_3,944,9/22/2016,286,8986.05,3,,,
HOUSE_3,951,10/20/2016,251,7105.95,3,,,
HOUSE_3,960,11/21/2016,245,7293.6,3,,,
HOUSE_3,968,12/23/2016,236,6126.85,3,,,
HOUSE_3,981,1/28/2017,179,4323.6,3,,,
HOUSE_3,992,2/27/2017,200,4810.95,3,,,
HOUSE_3,1010,3/26/2017,192,4450.95,3,,,
HOUSE_3,1041,4/27/2017,220,5558.4,3,,,
HOUSE_3,1063,5/27/2017,188,4728.6,3,,,
HOUSE_3,1085,6/26/2017,212,4853.3,3,,,
HOUSE_3,1118,7/28/2017,192,4450.95,3,,,
HOUSE_3,1151,8/25/2017,193,4455.45,3,,,
HOUSE_3,1191,9/21/2017,203,4945.95,3,,,
HOUSE_3,1224,10/20/2017,201,5161.05,3,,,
HOUSE_3,1249,11/19/2017,127,5926.05,3,,,
HOUSE_3,1275,12/18/2017,126,,3,,,
HOUSE_3,1302,1/13/2018,187,,3,,,
HOUSE_3,1339,2/15/2018,126,,3,,,
HOUSE_3,1376,3/18/2018,127,,3,,,
HOUSE_3,1411,4/21/2018,174,,3,,,
HOUSE_3,1444,5/24/2018,173,,3,,,
HOUSE_3,1479,6/19/2018,136,,3,,,
HOUSE_3,1511,7/16/2018,176,,3,,,
HOUSE_3,1534,8/16/2018,181,,3,,,
HOUSE_3,1569,9/19/2018,203,,3,,,
HOUSE_3,1602,10/19/2018,206,,3,,,
HOUSE_3,1605,11/19/2018,224,,3,,,
HOUSE_3,1616,12/20/2018,216,,3,,,
HOUSE_3,1616,1/16/2019,215,,3,,,
HOUSE_3,1624,2/20/2019,212,,3,,,
HOUSE_3,1638,3/21/2019,227,,3,,,
HOUSE_3,1657,4/24/2019,276,,3,,,
HOUSE_3,1664,5/20/2019,241,,3,,,
HOUSE_3,1695,6/24/2019,214,,3,,,
HOUSE_3,1706,7/22/2019,234,,3,,,
HOUSE_3,1732,8/19/2019,274,,3,,,
HOUSE_3,1764,9/19/2019,151,,3,,,
HOUSE_3,1802,10/20/2019,198,,3,,,
HOUSE_3,1843,11/20/2019,202,,3,,,
HOUSE_3,1875,12/21/2019,206,,3,,,
HOUSE_4,1201,1/25/2016,205,,4,,,
HOUSE_4,1214,2/23/2016,251,,4,,,
HOUSE_4,1234,3/28/2016,307,,4,,,
HOUSE_4,1253,5/2/2016,177,,4,,,
HOUSE_4,1270,5/29/2016,250,,4,,,
HOUSE_4,1286,6/24/2016,228,,4,,,
HOUSE_4,1301,7/23/2016,175,,4,,,
HOUSE_4,1318,8/22/2016,256,,4,,,
HOUSE_4,1334,9/17/2016,240,,4,,,
HOUSE_4,1346,10/15/2016,274,,4,,,
HOUSE_4,1364,11/13/2016,123,,4,,,
HOUSE_4,1385,12/16/2016,169,,4,,,
HOUSE_4,1398,1/22/2017,131,,4,,,
HOUSE_4,1415,2/21/2017,165,,4,,,
HOUSE_4,1434,3/20/2017,169,,4,,,
HOUSE_4,1449,4/20/2017,182,,4,,,
HOUSE_4,1473,5/19/2017,342,,4,,,
HOUSE_4,1493,6/19/2017,226,,4,,,
HOUSE_4,1501,7/22/2017,168,,4,,,
HOUSE_4,1507,8/21/2017,160,,4,,,
HOUSE_4,1507,9/15/2017,239,,4,,,
HOUSE_4,28,10/14/2017,307,,4,,,
HOUSE_4,51,11/12/2017,98,,4,,,
HOUSE_4,76,12/11/2017,118,,4,,,
HOUSE_4,91,1/9/2018,130,,4,,,
HOUSE_4,121,2/11/2018,128,,4,,,
HOUSE_4,148,3/12/2018,146,,4,,,
HOUSE_4,172,4/10/2018,142,,4,,,
HOUSE_4,198,5/16/2018,163,,4,,,
HOUSE_4,224,6/15/2018,165,,4,,,
HOUSE_4,241,7/18/2018,163,,4,,,
HOUSE_4,271,8/14/2018,148,,4,,,
HOUSE_4,301,9/13/2018,138,,4,,,
HOUSE_4,331,10/14/2018,145,,4,,,
HOUSE_4,354,11/13/2018,80,,4,,,
HOUSE_4,379,12/14/2018,97,,4,,,
HOUSE_4,393,1/10/2019,140,,4,,,
HOUSE_4,413,2/11/2019,96,,4,,,
HOUSE_4,438,3/15/2019,99,,4,,,
HOUSE_4,468,4/13/2019,127,,4,,,
HOUSE_4,493,5/15/2019,72,,4,,,
HOUSE_4,521,6/21/2019,131,,4,,,
HOUSE_4,548,7/20/2019,137,,4,,,
HOUSE_4,571,8/14/2019,99,,4,,,
HOUSE_4,595,9/15/2019,93,,4,,,
HOUSE_4,621,10/16/2019,115,,4,,,
HOUSE_4,647,11/16/2019,204,,4,,,
HOUSE_4,672,12/19/2019,134,,4,,,
HOUSE_5,8,1/29/2016,124,,4,,,
HOUSE_5,8,2/25/2016,133,,4,,,
HOUSE_5,8,4/2/2016,121,,4,,,
HOUSE_5,8,5/4/2016,110,,4,,,
HOUSE_5,8,5/31/2016,70,,4,,,
HOUSE_5,10,6/28/2016,101,,4,,,
HOUSE_5,18,7/26/2016,151,,4,,,
HOUSE_5,26,8/27/2016,80,,4,,,
HOUSE_5,32,9/20/2016,125,,4,,,
HOUSE_5,42,10/18/2016,235,,4,,,
HOUSE_5,56,11/19/2016,212,,4,,,
HOUSE_5,62,12/20/2016,325,,4,,,
HOUSE_5,73,1/27/2017,241,,4,,,
HOUSE_5,85,2/27/2017,237,,4,,,
HOUSE_5,156,3/25/2017,270,,4,,,
HOUSE_5,181,4/24/2017,225,,4,,,
HOUSE_5,203,5/26/2017,267,,4,,,
HOUSE_5,232,6/25/2017,224,,4,,,
HOUSE_5,256,7/27/2017,240,,4,,,
HOUSE_5,280,8/24/2017,236,,4,,,
HOUSE_5,301,9/19/2017,222,,4,,,
HOUSE_5,328,10/19/2017,273,,4,,,
HOUSE_5,353,11/17/2017,187,,4,,,
HOUSE_5,372,12/17/2017,252,,4,,,
HOUSE_5,387,1/12/2018,197,,4,,,
HOUSE_5,427,2/15/2018,247,,4,,,
HOUSE_5,462,3/18/2018,279,,4,,,
HOUSE_5,504,4/21/2018,253,,4,,,
HOUSE_5,536,5/21/2018,261,,4,,,
HOUSE_5,575,6/18/2018,248,,4,,,
HOUSE_5,595,7/15/2018,286,,4,,,
HOUSE_5,632,8/15/2018,251,,4,,,
HOUSE_5,664,9/17/2018,245,,4,,,
HOUSE_5,697,10/17/2018,236,,4,,,
HOUSE_5,703,11/18/2018,179,,4,,,
HOUSE_5,707,12/18/2018,200,,4,,,
HOUSE_5,713,1/15/2019,192,,4,,,
HOUSE_5,716,2/19/2019,220,,4,,,
HOUSE_5,726,3/19/2019,188,,4,,,
HOUSE_5,734,4/21/2019,212,,4,,,
HOUSE_5,747,5/19/2019,192,,4,,,
HOUSE_5,761,6/23/2019,193,,4,,,
HOUSE_5,774,7/21/2019,203,,4,,,
HOUSE_5,787,8/18/2019,201,,4,,,
HOUSE_5,802,9/19/2019,127,,4,,,
HOUSE_5,815,10/19/2019,126,,4,,,
HOUSE_5,828,11/19/2019,187,,4,,,
HOUSE_5,842,12/20/2019,126,,4,,,
HOUSE_6,2093,1/25/2016,127,,4,,,
HOUSE_6,2133,2/23/2016,174,,4,,,
HOUSE_6,2173,3/28/2016,173,,4,,,
HOUSE_6,2240,5/2/2016,136,,4,,,
HOUSE_6,2278,5/29/2016,176,,4,,,
HOUSE_6,2314,6/24/2016,181,,4,,,
HOUSE_6,2357,7/23/2016,203,,4,,,
HOUSE_6,2396,8/22/2016,206,,4,,,
HOUSE_6,2435,9/17/2016,224,,4,,,
HOUSE_6,2474,10/15/2016,216,,4,,,
HOUSE_6,2509,11/13/2016,215,,4,,,
HOUSE_6,2554,12/16/2016,212,,4,,,
HOUSE_6,2605,1/22/2017,227,,4,,,
HOUSE_6,2641,2/21/2017,276,,4,,,
HOUSE_6,2678,3/20/2017,241,,4,,,
HOUSE_6,2715,4/20/2017,214,,4,,,
HOUSE_6,2758,5/19/2017,234,,4,,,
HOUSE_6,2803,6/19/2017,274,,4,,,
HOUSE_6,2848,7/22/2017,151,,4,,,
HOUSE_6,2886,8/21/2017,198,,4,,,
HOUSE_6,2921,9/15/2017,202,,4,,,
HOUSE_6,2949,10/14/2017,206,,4,,,
HOUSE_6,2986,11/12/2017,205,,4,,,
HOUSE_6,3023,12/11/2017,251,,4,,,
HOUSE_6,3052,1/9/2018,307,,4,,,
HOUSE_6,3085,2/11/2018,177,,4,,,
HOUSE_6,3114,3/12/2018,250,,4,,,
HOUSE_6,3151,4/10/2018,228,,4,,,
HOUSE_6,3192,5/16/2018,175,,4,,,
HOUSE_6,3235,6/15/2018,256,,4,,,
HOUSE_6,3274,7/18/2018,240,,4,,,
HOUSE_6,3312,8/14/2018,274,,4,,,
HOUSE_6,3350,9/14/2018,123,,4,,,
HOUSE_6,3398,10/15/2018,169,,4,,,
HOUSE_6,3439,11/13/2018,131,,4,,,
HOUSE_6,3473,12/14/2018,165,,4,,,
HOUSE_6,3510,1/10/2019,169,,4,,,
HOUSE_6,3555,2/11/2019,182,,4,,,
HOUSE_6,3595,3/15/2019,342,,4,,,
HOUSE_6,3632,4/13/2019,226,,4,,,
HOUSE_6,3670,5/15/2019,168,,4,,,
HOUSE_6,3708,6/21/2019,160,,4,,,
HOUSE_6,3736,7/20/2019,239,,4,,,
HOUSE_6,3761,8/14/2019,307,,4,,,
HOUSE_6,3793,9/15/2019,98,,4,,,
HOUSE_6,3826,10/16/2019,118,,4,,,
HOUSE_6,3857,11/16/2019,130,,4,,,
HOUSE_6,3888,12/19/2019,128,,4,,,
HOUSE_7,387,1/30/2016,146,,2,,,
HOUSE_7,396,2/28/2016,142,,2,,,
HOUSE_7,403,4/3/2016,163,,2,,,
HOUSE_7,414,5/8/2016,165,,2,,,
HOUSE_7,427,6/2/2016,163,,2,,,
HOUSE_7,435,7/2/2016,148,,2,,,
HOUSE_7,442,7/30/2016,138,,2,,,
HOUSE_7,450,8/29/2016,145,,2,,,
HOUSE_7,457,9/23/2016,80,,2,,,
HOUSE_7,463,10/21/2016,97,,2,,,
HOUSE_7,472,11/22/2016,140,,2,,,
HOUSE_7,480,12/24/2016,96,,2,,,
HOUSE_7,491,1/29/2017,99,,2,,,
HOUSE_7,502,2/28/2017,127,,2,,,
HOUSE_7,509,3/27/2017,72,,2,,,
HOUSE_7,520,4/28/2017,131,,2,,,
HOUSE_7,525,5/28/2017,137,,2,,,
HOUSE_7,532,6/27/2017,99,,2,,,
HOUSE_7,541,7/28/2017,93,,2,,,
HOUSE_7,548,8/25/2017,115,,2,,,
HOUSE_7,556,9/22/2017,204,,2,,,
HOUSE_7,563,10/22/2017,134,,2,,,
HOUSE_7,569,11/20/2017,124,,2,,,
HOUSE_7,576,12/18/2017,133,,2,,,
HOUSE_7,583,1/21/2018,121,,2,,,
HOUSE_7,589,2/15/2018,110,,2,,,
HOUSE_7,596,3/19/2018,70,,2,,,
HOUSE_7,606,4/22/2018,101,,2,,,
HOUSE_7,616,5/25/2018,151,,2,,,
HOUSE_7,621,6/20/2018,80,,2,,,
HOUSE_7,627,7/18/2018,125,,2,,,
HOUSE_7,634,8/16/2018,235,,2,,,
HOUSE_7,641,9/19/2018,212,,2,,,
HOUSE_7,648,10/19/2018,325,,2,,,
HOUSE_7,655,11/20/2018,241,,2,,,
HOUSE_7,661,12/21/2018,237,,2,,,
HOUSE_7,667,1/17/2019,270,,2,,,
HOUSE_7,676,2/21/2019,225,,2,,,
HOUSE_7,683,3/22/2019,267,,2,,,
HOUSE_7,693,4/25/2019,224,,2,,,
HOUSE_7,700,5/23/2019,240,,2,,,
HOUSE_7,709,6/24/2019,236,,2,,,
HOUSE_7,716,7/22/2019,222,,2,,,
HOUSE_7,725,8/22/2019,273,,2,,,
HOUSE_7,732,9/21/2019,187,,2,,,
HOUSE_7,739,10/21/2019,252,,2,,,
HOUSE_7,747,11/20/2019,197,,2,,,
HOUSE_7,755,12/21/2019,247,,2,,,
HOUSE_8,712,1/25/2016,279,,2,,,
HOUSE_8,718,2/23/2016,253,,2,,,
HOUSE_8,726,3/28/2016,261,,2,,,
HOUSE_8,733,5/2/2016,248,,2,,,
HOUSE_8,738,5/29/2016,286,,2,,,
HOUSE_8,744,6/24/2016,251,,2,,,
HOUSE_8,752,7/23/2016,245,,2,,,
HOUSE_8,758,8/22/2016,236,,2,,,
HOUSE_8,765,9/17/2016,179,,2,,,
HOUSE_8,771,10/15/2016,200,,2,,,
HOUSE_8,779,11/13/2016,192,,2,,,
HOUSE_8,781,12/16/2016,220,,2,,,
HOUSE_8,785,1/22/2017,188,,2,,,
HOUSE_8,789,2/21/2017,212,,2,,,
HOUSE_8,794,3/20/2017,192,,2,,,
HOUSE_8,800,4/20/2017,193,,2,,,
HOUSE_8,805,5/19/2017,203,,2,,,
HOUSE_8,813,6/19/2017,201,,2,,,
HOUSE_8,822,7/22/2017,127,,2,,,
HOUSE_8,831,8/21/2017,126,,2,,,
HOUSE_8,838,9/15/2017,187,,2,,,
HOUSE_8,847,10/14/2017,126,,2,,,
HOUSE_8,855,11/12/2017,127,,2,,,
HOUSE_8,864,12/11/2017,174,,2,,,
HOUSE_8,871,1/9/2018,173,,2,,,
HOUSE_8,880,2/11/2018,136,,2,,,
HOUSE_8,888,3/12/2018,176,,2,,,
HOUSE_8,897,4/10/2018,181,,2,,,
HOUSE_8,908,5/16/2018,203,,2,,,
HOUSE_8,917,6/15/2018,206,,2,,,
HOUSE_8,925,7/18/2018,224,,2,,,
HOUSE_8,929,8/14/2018,216,,2,,,
HOUSE_8,937,9/13/2018,215,,2,,,
HOUSE_8,945,10/14/2018,212,,2,,,
HOUSE_8,952,11/13/2018,227,,2,,,
HOUSE_8,959,12/14/2018,276,,2,,,
HOUSE_8,966,1/10/2019,241,,2,,,
HOUSE_8,975,2/11/2019,214,,2,,,
HOUSE_8,984,3/15/2019,234,,2,,,
HOUSE_8,991,4/13/2019,274,,2,,,
HOUSE_8,1014,5/15/2019,151,,2,,,
HOUSE_8,1025,6/21/2019,198,,2,,,
HOUSE_8,1031,7/20/2019,202,,2,,,
HOUSE_8,1037,8/14/2019,206,,2,,,
HOUSE_8,1044,9/15/2019,205,,2,,,
HOUSE_8,1051,10/16/2019,251,,2,,,
HOUSE_8,1057,11/16/2019,307,,2,,,
HOUSE_8,1064,12/19/2019,177,,2,,,
HOUSE_9,2306,1/16/2016,250,,2,,,
HOUSE_9,2321,2/16/2016,228,,2,,,
HOUSE_9,2338,3/18/2016,175,,2,,,
HOUSE_9,2355,4/13/2016,256,,2,,,
HOUSE_9,2371,5/20/2016,240,,2,,,
HOUSE_9,2387,6/20/2016,274,,2,,,
HOUSE_9,2400,7/21/2016,123,,2,,,
HOUSE_9,2413,8/21/2016,169,,2,,,
HOUSE_9,2424,9/16/2016,131,,2,,,
HOUSE_9,2436,10/17/2016,165,,2,,,
HOUSE_9,2447,11/18/2016,169,,2,,,
HOUSE_9,2456,12/16/2016,182,,2,,,
HOUSE_9,2470,1/20/2017,342,,2,,,
HOUSE_9,2479,2/18/2017,226,,2,,,
HOUSE_9,2496,3/17/2017,168,,2,,,
HOUSE_9,2507,4/12/2017,160,,2,,,
HOUSE_9,2522,5/16/2017,239,,2,,,
HOUSE_9,2535,6/16/2017,307,,2,,,
HOUSE_9,2547,7/17/2017,98,,2,,,
HOUSE_9,2557,8/12/2017,118,,2,,,
HOUSE_9,2567,9/10/2017,130,,2,,,
HOUSE_9,2580,10/8/2017,128,,2,,,
HOUSE_9,2592,11/8/2017,146,,2,,,
HOUSE_9,2602,12/8/2017,142,,2,,,
HOUSE_9,2613,1/8/2018,163,,2,,,
HOUSE_9,2627,2/10/2018,165,,2,,,
HOUSE_9,2639,3/9/2018,163,,2,,,
HOUSE_9,2650,4/7/2018,148,,2,,,
HOUSE_9,2666,5/6/2018,138,,2,,,
HOUSE_9,2678,6/7/2018,145,,2,,,
HOUSE_9,2689,7/7/2018,80,,2,,,
HOUSE_9,2701,8/7/2018,97,,2,,,
HOUSE_9,2709,9/8/2018,140,,2,,,
HOUSE_9,2727,10/12/2018,96,,2,,,
HOUSE_9,2740,11/9/2018,99,,2,,,
HOUSE_9,2766,12/9/2018,127,,2,,,
HOUSE_9,2783,1/8/2019,72,,2,,,
HOUSE_9,2800,2/11/2019,131,,2,,,
HOUSE_9,2814,3/11/2019,137,,2,,,
HOUSE_9,2832,4/10/2019,99,,2,,,
HOUSE_9,2849,5/12/2019,93,,2,,,
HOUSE_9,2876,6/14/2019,115,,2,,,
HOUSE_9,2891,7/12/2019,204,,2,,,
HOUSE_9,2909,8/10/2019,134,,2,,,
HOUSE_9,2927,9/10/2019,124,,2,,,
HOUSE_9,2948,10/12/2019,133,,2,,,
HOUSE_9,2973,11/9/2019,121,,2,,,
HOUSE_9,2998,12/9/2019,110,,2,,,
HOUSE_10,1252,1/16/2016,70,,3,,,
HOUSE_10,1270,2/16/2016,101,,3,,,
HOUSE_10,1303,3/18/2016,151,,3,,,
HOUSE_10,1318,4/13/2016,80,,3,,,
HOUSE_10,1339,5/20/2016,125,,3,,,
HOUSE_10,1355,6/20/2016,235,,3,,,
HOUSE_10,1370,7/21/2016,212,,3,,,
HOUSE_10,1388,8/21/2016,325,,3,,,
HOUSE_10,1404,9/16/2016,241,,3,,,
HOUSE_10,1423,10/17/2016,237,,3,,,
HOUSE_10,1436,11/15/2016,270,,3,,,
HOUSE_10,1450,12/14/2016,225,,3,,,
HOUSE_10,1468,1/19/2017,267,,3,,,
HOUSE_10,1476,2/18/2017,224,,3,,,
HOUSE_10,1476,3/17/2017,240,,3,,,
HOUSE_10,1476,4/12/2017,236,,3,,,
HOUSE_10,1476,5/16/2017,222,,3,,,
HOUSE_10,21,6/16/2017,273,,3,,,
HOUSE_10,51,7/17/2017,187,,3,,,
HOUSE_10,68,8/12/2017,252,,3,,,
HOUSE_10,87,9/10/2017,197,,3,,,
HOUSE_10,107,10/8/2017,247,,3,,,
HOUSE_10,128,11/8/2017,279,,3,,,
HOUSE_10,152,12/8/2017,253,,3,,,
HOUSE_10,172,1/8/2018,261,,3,,,
HOUSE_10,194,2/10/2018,248,,3,,,
HOUSE_10,214,3/9/2018,286,,3,,,
HOUSE_10,233,4/7/2018,251,,3,,,
HOUSE_10,254,5/6/2018,245,,3,,,
HOUSE_10,275,6/7/2018,236,,3,,,
HOUSE_10,295,7/7/2018,179,,3,,,
HOUSE_10,315,8/7/2018,200,,3,,,
HOUSE_10,348,9/8/2018,192,,3,,,
HOUSE_10,373,10/12/2018,220,,3,,,
HOUSE_10,392,11/9/2018,188,,3,,,
HOUSE_10,409,12/9/2018,212,,3,,,
HOUSE_10,429,1/8/2019,192,,3,,,
HOUSE_10,459,2/11/2019,193,,3,,,
HOUSE_10,477,3/11/2019,203,,3,,,
HOUSE_10,498,4/10/2019,201,,3,,,
HOUSE_10,520,5/12/2019,127,,3,,,
HOUSE_10,543,6/14/2019,126,,3,,,
HOUSE_10,564,7/12/2019,187,,3,,,
HOUSE_10,586,8/10/2019,126,,3,,,
HOUSE_10,614,9/10/2019,127,,3,,,
HOUSE_10,642,10/12/2019,174,,3,,,
HOUSE_10,675,11/9/2019,173,,3,,,
HOUSE_10,698,12/9/2019,136,,3,,,
HOUSE_11,2241,1/16/2016,176,,2,,,
HOUSE_11,2254,2/16/2016,181,,2,,,
HOUSE_11,8,3/16/2016,203,,2,,,
HOUSE_11,2288,4/13/2016,206,,2,,,
HOUSE_11,2313,5/20/2016,224,,2,,,
HOUSE_11,2331,6/20/2016,216,,2,,,
HOUSE_11,2347,7/18/2016,215,,2,,,
HOUSE_11,2363,8/21/2016,212,,2,,,
HOUSE_11,2377,9/16/2016,227,,2,,,
HOUSE_11,2393,10/17/2016,276,,2,,,
HOUSE_11,2405,11/15/2016,241,,2,,,
HOUSE_11,2416,12/14/2016,214,,2,,,
HOUSE_11,2432,1/19/2017,234,,2,,,
HOUSE_11,2444,2/18/2017,274,,2,,,
HOUSE_11,2458,3/17/2017,151,,2,,,
HOUSE_11,2473,4/12/2017,198,,2,,,
HOUSE_11,2490,5/16/2017,202,,2,,,
HOUSE_11,2500,6/16/2017,206,,2,,,
HOUSE_11,2520,7/17/2017,205,,2,,,
HOUSE_11,2538,8/12/2017,251,,2,,,
HOUSE_11,2552,9/10/2017,307,,2,,,
HOUSE_11,2568,10/8/2017,177,,2,,,
HOUSE_11,2582,11/8/2017,250,,2,,,
HOUSE_11,2595,12/8/2017,228,,2,,,
HOUSE_11,2615,1/8/2018,175,,2,,,
HOUSE_11,2633,2/10/2018,256,,2,,,
HOUSE_11,2648,3/9/2018,240,,2,,,
HOUSE_11,2666,4/7/2018,274,,2,,,
HOUSE_11,2688,5/6/2018,123,,2,,,
HOUSE_11,2703,6/7/2018,169,,2,,,
HOUSE_11,2722,7/7/2018,131,,2,,,
HOUSE_11,2709,8/7/2018,165,,2,,,
HOUSE_11,2710,9/8/2018,169,,2,,,
HOUSE_11,2727,10/12/2018,182,,2,,,
HOUSE_11,2713,11/9/2018,342,,2,,,
HOUSE_11,2714,12/9/2018,226,,2,,,
HOUSE_11,2716,1/8/2019,168,,2,,,
HOUSE_11,2726,2/11/2019,160,,2,,,
HOUSE_11,2726,3/11/2019,239,,2,,,
HOUSE_11,2731,4/10/2019,307,,2,,,
HOUSE_11,2747,5/12/2019,98,,2,,,
HOUSE_11,2767,6/14/2019,118,,2,,,
HOUSE_11,2787,7/12/2019,130,,2,,,
HOUSE_11,2809,8/10/2019,128,,2,,,
HOUSE_11,2832,9/10/2019,146,,2,,,
HOUSE_11,2857,10/12/2019,142,,2,,,
HOUSE_11,2879,11/9/2019,163,,2,,,
HOUSE_11,2908,12/9/2019,165,,2,,,
HOUSE_12,1123,1/14/2016,163,,4,,,
HOUSE_12,1123,2/15/2016,148,,4,,,
HOUSE_12,1123,3/18/2016,138,,4,,,
